Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean,Population,City 2,Company_harmonizer_cleaned,Company_harmonizer_score,Company_harmonizer_id,Company_harmonizer_standardized
11/14/2019,01/16/2020,11/18/2019,Aerojet Rocketdyne,Rancho Cordova,Sacramento County,10.0,Layoff Permanent,Sacramento County,2019,layoff permanent,1552058.0,rancho cordova,AEROJET ROCKETDYNE,43.99999999995,180,Aerojet Rocketdyne
04/17/2019,06/20/2019,04/19/2019,Aerojet Rocketdyne,Rancho Cordova,Sacramento County,180.0,Layoff Permanent,Sacramento,2019,layoff permanent,1552058.0,rancho cordova,AEROJET ROCKETDYNE,99.99999999995,180,Aerojet Rocketdyne
04/15/2020,04/13/2020,04/27/2020,"Aerospace Dynamics International, a PCCCompany",Valencia,Los Angeles County,52.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,valencia,AEROSPACE DYNAMICS PCCCOMPANY,40.78048780482832,181,"Aerospace Dynamics International, a PCCCompany"
04/09/2020,04/13/2020,04/24/2020,Aerospace Jet Products,San Diego,San Diego County,110.0,Layoff Temporary,San Diego County,2020,layoff temporary,3338330.0,san diego,AEROSPACE JET,51.26213592228033,182,Aerospace Jet Products
08/14/2020,08/14/2020,08/24/2020,Aerospace Jet Products,San Diego,San Diego County,38.0,Layoff Permanent,San Diego County,2020,layoff permanent,3338330.0,san diego,AEROSPACE JET,99.99999999995,182,Aerospace Jet Products
04/20/2020,04/24/2020,05/01/2020,"Agassi Gopchang, LLC dba Agassi Gopchang",Los Angeles,Los Angeles County,58.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,los angeles,AGASSI GOPCHANG AGASSI GOPCHANG,26.7636363635877,183,"Agassi Gopchang, LLC dba Agassi Gopchang"
03/24/2020,03/19/2020,03/25/2020,"Agoura&rsquo;s Famous Deli, Inc",Agoura Hills,Los Angeles County,40.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,agoura hills,AGOURARSQUOS FAMOUS DELI,32.123076923027504,184,"Agoura&rsquo;s Famous Deli, Inc"
04/09/2020,06/30/2020,04/29/2020,"Agro Merchants Oakland, LLC",Oakland,Alameda County,22.0,Closure Permanent,Alameda County,2020,closure permanent,1671329.0,oakland,AGRO MERCHANTS OAKLAND,37.97368421047635,185,"Agro Merchants Oakland, LLC"
03/31/2020,03/31/2020,04/14/2020,"Ahern Rentals, Inc.",Bloomington,San Bernardino County,17.0,Layoff Temporary,San Bernardino County,2020,layoff temporary,2180085.0,bloomington,AHERN RENTALS,43.90909090904101,186,"Ahern Rentals, Inc."
04/01/2020,03/27/2020,04/21/2020,Air Canada,San Francisco,San Francisco County,63.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,AIR CANADA,41.44578313248019,187,Air Canada
04/01/2020,03/25/2020,05/28/2020,Air Canada - Los Angeles International Airport,Los Angeles,Los Angeles County,76.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,AIR CANADA LOS ANGELES AIRPORT,66.66666666662223,188,Air Canada - Los Angeles International Airport
04/01/2020,03/27/2020,04/21/2020,Air Canada Cargo,San Francisco,San Francisco County,2.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,AIR CANADA CARGO,61.41732283459731,189,Air Canada Cargo
07/02/2019,09/02/2019,07/02/2019,"Air Force Village West, Inc. d/b/a AltavitaVillage",Riverside,Riverside County,331.0,Layoff Permanent,Riverside County,2019,layoff permanent,2470546.0,riverside,AIR FORCE VILLAGE WEST ALTAVITAVILLAGE,42.44705882347947,190,"Air Force Village West, Inc. d/b/a AltavitaVillage"
04/29/2020,03/17/2020,06/09/2020,"Air Systems, Inc.",San Jose,Santa Clara County,244.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,san jose,AIR SYSTEMS,38.886363636319444,191,"Air Systems, Inc."
04/29/2020,03/17/2020,07/06/2020,"Air Systems, Inc.",San Jose,Santa Clara County,244.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,san jose,AIR SYSTEMS,99.99999999995,191,"Air Systems, Inc."
05/06/2020,07/06/2020,05/15/2020,Airbnb,San Francisco,San Francisco County,661.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,AIRBNB,41.17647058818685,192,Airbnb
07/30/2020,07/31/2020,11/17/2020,Airport Management Services and Hudson Group,San Jose,Santa Clara County,69.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,san jose,AIRPORT SERVICES HUDSON,35.897435897389876,193,Airport Management Services and HudsonGroup
08/31/2020,08/31/2020,11/17/2020,Airport Management Services and Hudson Group,San Jose,Santa Clara County,1.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,san jose,AIRPORT SERVICES HUDSON,99.99999999995,193,Airport Management Services and HudsonGroup
03/27/2020,03/26/2020,04/11/2020,Airport Management Services and HudsonGroup,San Francisco,San Francisco County,128.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,AIRPORT SERVICES HUDSONGROUP,93.82978723399265,193,Airport Management Services and HudsonGroup
03/24/2020,03/24/2020,04/03/2020,Airport Management Services and HudsonGroup dba Los Angeles International Airport(LAX),Los Angeles,Los Angeles County,165.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,los angeles,AIRPORT SERVICES HUDSONGROUP LOS ANGELES AIRPORTLAX,83.04093567246606,194,Airport Management Services and HudsonGroup dba Los Angeles International Airport(LAX)
03/31/2020,03/31/2020,05/02/2020,Airport Marina Ford,Los Angeles,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,AIRPORT MARINA FORD,50.370370370323734,195,Airport Marina Honda
03/31/2020,03/31/2020,05/04/2020,Airport Marina Honda,Los Angeles,Los Angeles County,47.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,AIRPORT MARINA HONDA,87.98863636358638,195,Airport Marina Honda
03/23/2020,03/20/2020,03/25/2020,Ajinomoto Foods North America,Hayward,Alameda County,164.0,Layoff Temporary,Alameda County,2020,layoff temporary,1671329.0,hayward,AJINOMOTO FOODS NORTH AMERICA,37.763157894687154,196,Ajinomoto Foods North America
04/27/2020,04/24/2020,05/04/2020,"Ajinomoto Foods North America, Inc.",San Diego,San Diego County,342.0,Closure Temporary,San Diego County,2020,closure temporary,3338330.0,san diego,AJINOMOTO FOODS NORTH AMERICA,99.99999999995,196,Ajinomoto Foods North America
06/26/2020,08/31/2020,06/26/2020,Akima Infrastructure Services (AIS),Livermore,Alameda County,499.0,Layoff Permanent,Alameda County,2020,layoff permanent,1671329.0,livermore,AKIMA INFRASTRUCTURE SERVICES AIS,37.333333333283555,197,Akima Infrastructure Services (AIS)
04/08/2020,04/08/2020,04/25/2020,Alamo Rent & National Car Rental,Burbank,Los Angeles County,12.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,burbank,ALAMO RENT CAR RENTAL,33.275362318792354,198,Alamo Rent A Car & National Car Rental
04/08/2020,04/08/2020,08/17/2020,Alamo Rent A Car & National Car Rental,Anaheim,Orange County,11.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,anaheim,ALAMO RENT CAR CAR RENTAL,85.70930232553157,198,Alamo Rent A Car & National Car Rental
04/08/2020,04/08/2020,04/24/2020,Alamo Rent A Car & National Car Rental,Ontario,San Bernardino County,41.0,Layoff Temporary,San Bernardino County,2020,layoff temporary,2180085.0,ontario,ALAMO RENT CAR CAR RENTAL,99.99999999995,198,Alamo Rent A Car & National Car Rental
07/29/2020,10/01/2020,08/10/2020,"Alaska Airlines, Inc. - Los Angeles International Airport",Los Angeles,Los Angeles County,630.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,los angeles,ALASKA AIRLINES LOS ANGELES AIRPORT,40.1975308641479,199,"Alaska Airlines, Inc. - Los Angeles International Airport"
07/29/2020,10/01/2020,08/10/2020,"Alaska Airlines, Inc. - San Diego International Airport",San Diego,San Diego County,172.0,Layoff Permanent,San Diego County,2020,layoff permanent,3338330.0,san diego,ALASKA AIRLINES SAN DIEGO AIRPORT,81.42331288338563,200,"Alaska Airlines, Inc. - San Francisco International Airport"
07/29/2020,10/01/2020,08/03/2020,"Alaska Airlines, Inc. - San Francisco International Airport",San Francisco,San Francisco County,603.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,ALASKA AIRLINES SAN FRANCISCO AIRPORT,86.4971098265396,200,"Alaska Airlines, Inc. - San Francisco International Airport"
07/29/2020,10/01/2020,08/03/2020,"Alaska Airlines, Inc. - San Jose International Airport",San Jose,Santa Clara County,48.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,san jose,ALASKA AIRLINES SAN JOSE AIRPORT,84.49704142006836,201,"Alaska Airlines, Inc. - San Jose International Airport"
06/05/2020,06/05/2020,06/16/2020,Alatus Aerosystems,Brea,Orange County,13.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,brea,ALATUS AEROSYSTEMS,44.44444444439506,202,Alatus Aerosystems
06/05/2020,06/05/2020,06/17/2020,Alatus Aerosystems,Brea,Orange County,13.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,brea,ALATUS AEROSYSTEMS,99.99999999995,202,Alatus Aerosystems
03/23/2020,03/23/2020,04/07/2020,Alberto Garcia Construction Services Inc,Ontario,San Bernardino County,8.0,Layoff Temporary,San Bernardino County,2020,layoff temporary,2180085.0,ontario,ALBERTO GARCIA CONSTRUCTION SERVICES,34.88571428566445,203,Alberto Garcia Construction Services Inc
11/12/2019,12/13/2019,11/18/2019,Albertsons Companies Inc,Union City,Alameda County,193.0,Closure Unknown at thistime,Alameda County,2019,closure type uncategorized,1671329.0,union city,ALBERTSONS COMPANIES,53.99999999995,204,Albertsons Companies Inc
08/11/2020,08/07/2020,09/15/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,38.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,ALCATRAZ CRUISES,43.494252873513226,205,"Alcatraz Cruises, LLC"
04/08/2020,04/14/2020,04/29/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,139.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,ALCATRAZ CRUISES,99.99999999995,205,"Alcatraz Cruises, LLC"
09/17/2020,08/31/2020,10/29/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,2.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,ALCATRAZ CRUISES,99.99999999995,205,"Alcatraz Cruises, LLC"
05/18/2020,05/25/2020,09/14/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,25.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,ALCATRAZ CRUISES,99.99999999995,205,"Alcatraz Cruises, LLC"
08/26/2020,08/22/2020,09/15/2020,"Alcatraz Cruises, LLC",San Francisco,San Francisco County,16.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,ALCATRAZ CRUISES,99.99999999995,205,"Alcatraz Cruises, LLC"
03/28/2020,03/30/2020,07/07/2020,"Alclear, LLC",San Jose,Santa Clara County,16.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,san jose,ALCLEAR,49.38613861381249,206,"Alclear, LLC"
10/31/2019,11/01/2019,11/19/2019,Alcorn Fence Company,Chula Vista,San Diego County,15.0,Closure Permanent,San Diego County,2019,closure permanent,3338330.0,chula vista,ALCORN FENCE,41.99999999995,207,Alcorn Fence Company
04/06/2020,03/16/2020,04/29/2020,Aldo US INC,Ventura,Ventura County,18.0,Layoff Temporary,Ventura County,2020,layoff temporary,846006.0,ventura,ALDO,36.97297297292301,208,Aldo US INC
08/20/2020,07/24/2020,10/28/2020,Aldo US Inc.,Ventura,Ventura County,8.0,Layoff Temporary,Ventura County,2020,layoff temporary,846006.0,ventura,ALDO,90.1098901098406,208,Aldo US INC
08/20/2020,08/08/2020,10/27/2020,Aldo US Inc. Store 2067,Santa Clara,Santa Clara County,25.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,santa clara,ALDO 2067,76.54320987649596,209,Aldo US Inc. Store 2067
08/20/2020,08/08/2020,10/28/2020,Aldo US Inc. Store 2072,Los Angeles,Los Angeles County,31.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALDO 2072,92.36756756751764,209,Aldo US Inc. Store 2067
08/20/2020,08/08/2020,10/28/2020,Aldo US Inc. Store 2144,San Jose,Santa Clara County,3.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,san jose,ALDO 2144,75.70129870124956,210,Aldo US Inc. Store 2144
08/20/2020,08/08/2020,10/28/2020,"Aldo US Inc., Store 2077",Sacramento,Sacramento County,10.0,Layoff Temporary,Sacramento County,2020,layoff temporary,1552058.0,sacramento,ALDO 2077,75.70129870124956,211,"Aldo US Inc., Store 2077"
08/20/2020,08/08/2020,10/28/2020,"Aldo US Inc., Store 2081",Arcadia,Los Angeles County,7.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,arcadia,ALDO 2081,84.42352941171505,212,"Aldo US Inc., Store 2081"
04/01/2020,03/19/2020,04/15/2020,Alina Insurance and Financial Services LLC,Rosemead,Los Angeles County,3.0,Closure Temporary,Los Angeles County,2020,closure temporary,10039107.0,rosemead,ALINA INSURANCE FINANCIAL SERVICES,20.46153846149911,213,Alina Insurance and Financial Services LLC
03/20/2020,03/20/2020,04/11/2020,Alioto's Restaurant,San Francisco,San Francisco County,117.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,ALIOTOS RESTAURANT,40.12195121946326,214,Alioto's Restaurant
12/07/2020,12/07/2020,12/17/2020,Alisal Guest Ranch and Resort,Solvang,Santa Barbara County,252.0,Layoff Temporary,Santa Barbara County,2020,layoff temporary,446499.0,solvang,ALISAL GUEST RANCH RESORT,54.458715596280314,215,Alisal Guest Ranch and Resort
03/19/2020,03/17/2020,03/24/2020,Alisal Properties dba Alisal Guest Ranch &Resort,Solvang,Santa Barbara County,348.0,Closure Temporary,Santa Barbara County,2020,closure temporary,446499.0,solvang,ALISAL PROPERTIES ALISAL GUEST RANCH RESORT,81.62424242419296,216,Alisal Properties dba Alisal Guest Ranch &Resort
06/15/2020,06/15/2020,09/27/2020,All About Parking,San Mateo,San Mateo County,22.0,Layoff Permanent,San Mateo County,2020,layoff permanent,766573.0,san mateo,ALL ABOUT PARKING,40.674418604603865,217,All About Parking
06/15/2020,06/15/2020,06/25/2020,All About Parking,San Jose,Santa Clara County,11.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,san jose,ALL ABOUT PARKING,99.99999999995,217,All About Parking
06/15/2020,06/15/2020,06/25/2020,All About Parking,Palo Alto,Santa Clara County,23.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,palo alto,ALL ABOUT PARKING,99.99999999995,217,All About Parking
06/15/2020,06/15/2020,09/27/2020,All About Parking - Adobe Systems,San Jose,Santa Clara County,11.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,san jose,ALL ABOUT PARKING ADOBE SYSTEMS,83.04093567246606,218,All About Parking - Adobe Systems
06/15/2020,06/15/2020,09/27/2020,All About Parking - Workday,Pleasanton,Alameda County,29.0,Layoff Permanent,Alameda County,2020,layoff permanent,1671329.0,pleasanton,ALL ABOUT PARKING WORKDAY,72.65753424652559,219,All About Parking - Workday
03/31/2020,03/31/2020,04/16/2020,"All About Parking, Inc.",San Mateo,San Mateo County,96.0,Layoff Permanent,San Mateo County,2020,layoff permanent,766573.0,san mateo,ALL ABOUT PARKING,79.47169811315757,220,"All About Parking, Inc. (AAP)"
03/31/2020,03/31/2020,10/07/2020,"All About Parking, Inc. (AAP)",San Mateo,San Mateo County,98.0,Layoff Permanent,San Mateo County,2020,layoff permanent,766573.0,san mateo,ALL ABOUT PARKING AAP,94.17989417984435,220,"All About Parking, Inc. (AAP)"
03/31/2020,03/31/2020,04/13/2020,"All About Parking, Inc. (AAP)",Campbell,Santa Clara County,4.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,campbell,ALL ABOUT PARKING AAP,99.99999999995,220,"All About Parking, Inc. (AAP)"
08/05/2020,03/26/2020,08/14/2020,All Grace GCCA LLC,Newbury Park,Ventura County,9.0,Layoff Temporary,Ventura County,2020,layoff temporary,846006.0,newbury park,ALL GRACE GCCA,33.49253731338285,221,All Grace GCCA LLC
04/15/2020,04/15/2020,07/03/2020,All Recreational Equipment Inc. dba REI,Santa Rosa,Sonoma County,83.0,Closure Temporary,Sonoma County,2020,closure temporary,494336.0,santa rosa,ALL RECREATIONAL EQUIPMENT REI,39.97499999995003,222,All Recreational Equipment Inc. dba REI
04/21/2020,03/13/2020,05/28/2020,"All West Coachlines, Inc.",Sacramento,Sacramento County,50.0,Layoff Temporary,Sacramento County,2020,layoff temporary,1552058.0,sacramento,ALL WEST COACHLINES,44.2247191010739,223,"All West Coachlines, Inc."
04/22/2020,04/01/2020,05/01/2020,Allen Family Automotive Group,Laguna Niguel,Orange County,50.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,laguna niguel,ALLEN FAMILY AUTOMOTIVE,38.974358974309006,224,Allen Family Automotive Group
05/08/2020,07/17/2020,10/02/2020,Allergan plc,Irvine,Orange County,54.0,Layoff Permanent,Orange County,2020,layoff permanent,3175692.0,irvine,ALLERGAN PLC,47.346938775461894,225,Allergan plc
05/08/2020,07/17/2020,05/23/2020,Allergan plc,Irvine,Orange County,,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,irvine,ALLERGAN PLC,99.99999999995,225,Allergan plc
05/04/2020,04/27/2020,05/12/2020,Allison Bavarian dba BMW of Mountain View,Mountain View,Santa Clara County,39.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,mountain view,ALLISON BAVARIAN BMW MOUNTAIN VIEW,34.999999999951385,226,Allison Bavarian dba BMW of Mountain View
04/03/2020,04/03/2020,04/20/2020,Allison Bavarian dba BMW of Mountain View,Mountain View,Santa Clara County,43.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,mountain view,ALLISON BAVARIAN BMW MOUNTAIN VIEW,99.99999999995,226,Allison Bavarian dba BMW of Mountain View
03/26/2020,03/23/2020,03/26/2020,Almansor Court Inc,Alhambra,Los Angeles County,96.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,alhambra,ALMANSOR COURT,38.4935064934565,227,Almansor Court Inc
03/31/2020,03/31/2020,04/21/2020,Almighty Plumbing and Drains Services Inc.,La Mesa,San Diego County,1.0,Layoff Temporary,San Diego County,2020,layoff temporary,3338330.0,la mesa,ALMIGHTY PLUMBING DRAINS SERVICES,43.18181818176911,228,Almighty Plumbing and Drains Services Inc.
06/24/2020,06/24/2020,10/06/2020,Aloft El Segundo Los Angeles,El Segundo,Los Angeles County,38.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,el segundo,ALOFT SEGUNDO LOS ANGELES,39.97499999995003,229,Aloft El Segundo Los Angeles Airport
03/30/2020,03/31/2020,04/15/2020,Aloft El Segundo Los Angeles Airport,El Segundo,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,el segundo,ALOFT SEGUNDO LOS ANGELES AIRPORT,92.47311827952018,229,Aloft El Segundo Los Angeles Airport
03/30/2020,03/31/2020,09/30/2020,Aloft El Segundo Los Angeles Airport,El Segundo,Los Angeles County,44.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,el segundo,ALOFT SEGUNDO LOS ANGELES AIRPORT,99.99999999995,229,Aloft El Segundo Los Angeles Airport
09/01/2020,11/01/2020,09/10/2020,"Alorica, Inc.",Clovis,Fresno County,891.0,Closure Permanent,Fresno County,2020,closure permanent,999101.0,clovis,ALORICA,24.313725490148403,230,"Alorica, Inc."
08/23/2019,10/31/2019,09/05/2019,"Alorica, Inc.",Fresno,Fresno County,799.0,Closure Permanent,Fresno County,2019,closure permanent,999101.0,fresno,ALORICA,99.99999999995,230,"Alorica, Inc."
04/13/2020,04/10/2020,05/26/2020,"Alpha Entertainment LLC, dba XFL",Long Beach,Los Angeles County,87.0,Closure Permanent,Los Angeles County,2020,closure permanent,10039107.0,long beach,ALPHA ENTERTAINMENT XFL,31.5692307691822,231,"Alpha Entertainment LLC, dba XFL"
02/05/2020,04/06/2020,02/06/2020,Alpha Staffing,San Jose,Santa Clara County,152.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,san jose,ALPHA STAFFING,58.57627118639104,232,Alpha Staffing
05/04/2020,03/18/2020,05/15/2020,"Alpha Staffing, LLC",San Jose,Santa Clara County,55.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,san jose,ALPHA STAFFING,99.99999999995,232,Alpha Staffing
03/28/2019,05/31/2019,03/29/2019,"Alpine Electronics of America, Inc.",Torrance,Los Angeles County,4.0,Layoff Permanent,Los Angeles,2019,layoff permanent,10039107.0,torrance,ALPINE ELECTRONICS AMERICA,35.97222222217226,233,"Alpine Electronics of America, Inc."
05/01/2020,03/19/2020,05/13/2020,Alright Media LLC,Walnut,Los Angeles County,3.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,walnut,ALRIGHT MEDIA,37.763157894687154,234,Alright Media LLC
04/03/2020,04/03/2020,04/28/2020,Alsco,Santa Rosa,Sonoma County,25.0,Layoff Temporary,Sonoma County,2020,layoff temporary,494336.0,santa rosa,ALSCO,28.38709677414776,235,Alsco
03/26/2020,03/24/2020,07/14/2020,"Alsco, Inc.",Crescent City,Del Norte County,6.0,Closure Temporary,Del Norte County,2020,closure temporary,27812.0,crescent city,ALSCO,99.99999999995,235,Alsco
05/15/2020,05/15/2020,06/06/2020,AltaMed,Los Angeles,Los Angeles County,136.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALTAMED,30.870967741885693,236,AltaMed (ANA)
06/24/2020,06/24/2020,10/02/2020,AltaMed,Commerce,Los Angeles County,12.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,commerce,ALTAMED,99.99999999995,236,AltaMed (ANA)
05/15/2020,05/15/2020,06/06/2020,AltaMed (ANA),Los Angeles,Los Angeles County,16.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALTAMED ANA,87.64044943815301,236,AltaMed (ANA)
05/15/2020,05/15/2020,06/06/2020,AltaMed (LAI),Los Angeles,Los Angeles County,73.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALTAMED LAI,83.4730538921656,237,AltaMed (LAI)
05/15/2020,05/15/2020,06/06/2020,AltaMed (LAO),Los Angeles,Los Angeles County,136.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALTAMED LAO,91.49726775951285,237,AltaMed (LAI)
05/15/2020,05/15/2020,06/06/2020,AltaMed (ORA),Los Angeles,Los Angeles County,22.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALTAMED ORA,83.4730538921656,238,AltaMed (ORA)
05/15/2020,05/15/2020,06/06/2020,AltaMed (SAN),Los Angeles,Los Angeles County,17.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALTAMED SAN,83.4730538921656,239,AltaMed (SAN)
05/15/2020,05/15/2020,06/06/2020,AltaMed (SEL),Los Angeles,Los Angeles County,5.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,ALTAMED SEL,83.4730538921656,240,AltaMed (SEL)
03/31/2020,03/17/2020,05/02/2020,Altadena Town & Country Club,Altadena,Los Angeles County,62.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,altadena,ALTADENA TOWN COUNTRY CLUB,41.619047618998074,241,Altadena Town & Country Club
05/02/2019,07/05/2019,02/25/2020,Alticor Inc.,Buena Park,Orange County,45.0,Layoff Permanent,Orange County,2019,layoff permanent,3175692.0,buena park,ALTICOR,34.43478260864575,242,Alticor Inc.
05/02/2019,07/05/2019,05/06/2019,Alticor Inc.,Buena Park,Orange County,34.0,Layoff Permanent,Orange County,2019,layoff permanent,3175692.0,buena park,ALTICOR,99.99999999995,242,Alticor Inc.
05/01/2020,05/01/2020,05/18/2020,Altman Specialty Plants,San Marcos,San Diego County,99.0,Layoff Permanent,San Diego County,2020,layoff permanent,3338330.0,san marcos,ALTMAN SPECIALTY PLANTS,32.86956521734367,243,"Altman Specialty Plants, LLC (ASP)"
05/05/2020,05/05/2020,05/12/2020,"Altman Specialty Plants, LLC (ASP)",Salinas,Monterey County,50.0,Layoff Permanent,Monterey County,2020,layoff permanent,434061.0,salinas,ALTMAN SPECIALTY PLANTS ASP,95.83333333328342,243,"Altman Specialty Plants, LLC (ASP)"
04/23/2020,04/23/2020,05/05/2020,"Altman Specialty Plants, LLC - FallbrookFacility",Fallbrook,San Diego County,46.0,Layoff Permanent,San Diego County,2020,layoff permanent,3338330.0,fallbrook,ALTMAN SPECIALTY PLANTS FALLBROOKFACILITY,79.11949685529616,244,"Altman Specialty Plants, LLC - FallbrookFacility"
05/07/2020,05/07/2020,05/14/2020,Aluminum Precision Products,Santa Ana,Orange County,82.0,Layoff Permanent,Orange County,2020,layoff permanent,3175692.0,santa ana,ALUMINUM PRECISION,38.35897435892518,245,Aluminum Precision Products
07/02/2020,07/03/2020,10/01/2020,"Alumni Partners, LLC",San Clemente,Orange County,78.0,Layoff Permanent,Orange County,2020,layoff permanent,3175692.0,san clemente,ALUMNI,52.38095238090249,246,"Alumni Partners, LLC"
03/27/2020,03/27/2020,04/11/2020,"Alumni Partners, LLC dba AP Specialties",San Clemente,Orange County,109.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,san clemente,ALUMNI AP SPECIALTIES,61.11111111106868,247,"Alumni Partners, LLC dba AP Specialties"
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - Cal Expo",Sacramento,Sacramento County,2.0,Layoff Temporary,Sacramento County,2020,layoff temporary,1552058.0,sacramento,AMTOTE CAL EXPO,35.154929577415274,248,"AmTote International, Inc. - Cal Expo"
03/31/2020,03/27/2020,04/17/2020,"AmTote International, Inc. - Golden Gate Fields",Berkeley,Alameda County,3.0,Layoff Temporary,Alameda County,2020,layoff temporary,1671329.0,berkeley,AMTOTE GOLDEN GATE FIELDS,66.47482014383708,249,"AmTote International, Inc. - Golden Gate Fields"
03/31/2020,03/27/2020,04/20/2020,"AmTote International, Inc. - Hollywood Park",Inglewood,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,inglewood,AMTOTE HOLLYWOOD PARK,59.71653543302384,250,"AmTote International, Inc. - Hollywood Park"
03/31/2020,03/27/2020,04/20/2020,"AmTote International, Inc. - Lancaster ITW",Lancaster,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,lancaster,AMTOTE LANCASTER ITW,62.43749999995123,251,"AmTote International, Inc. - Lancaster ITW"
03/31/2020,03/27/2020,04/20/2020,"AmTote International, Inc. - Los Alamitos",Cypress,Orange County,7.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,cypress,AMTOTE LOS ALAMITOS,57.87096774188881,252,"AmTote International, Inc. - Los Alamitos"
