Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean,Population,City 2,Company_harmonizer_cleaned,Company_harmonizer_score,Company_harmonizer_id,Company_harmonizer_standardized
06/09/2020,06/07/2020,06/24/2020,Boulder Ridge Golf Club,San Jose,Santa Clara County,34.0,Layoff Permanent,Santa Clara County,2020.0,layoff permanent,1927852.0,san jose,BOULDER RIDGE GOLF CLUB,40.444444444394506,611.0,Boulder Ridge Golf Club
03/26/2020,03/17/2020,04/11/2020,Boulevard 14 Cinema,Petaluma,Sonoma County,35.0,Layoff Temporary,Sonoma County,2020.0,layoff temporary,494336.0,petaluma,BOULEVARD 14 CINEMA,47.494736842055275,612.0,Boulevard 14 Cinema
03/23/2020,03/17/2020,03/30/2020,Boulevard Restaurant,San Francisco,San Francisco County,125.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,BOULEVARD RESTAURANT,62.49599999995,613.0,Boulevard Restaurant
05/06/2020,03/17/2020,05/20/2020,Boyett Construction Inc,South San Francisco,San Mateo County,32.0,Layoff Temporary,San Mateo County,2020.0,layoff temporary,766573.0,south san francisco,BOYETT CONSTRUCTION,40.49382716044384,614.0,Boyett Construction Inc
06/25/2020,03/16/2020,11/05/2020,Boys & Girls Clubs of Greater San Diego,San Diego,San Diego County,105.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,san diego,BOYS GIRLS CLUBS GREATER SAN DIEGO,36.43835616433365,615.0,Boys & Girls Clubs of Greater San Diego
06/25/2020,03/16/2020,06/29/2020,Boys & Girls Clubs of Greater San Diego,San Diego,San Diego County,93.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,san diego,BOYS GIRLS CLUBS GREATER SAN DIEGO,99.99999999995,615.0,Boys & Girls Clubs of Greater San Diego
04/27/2020,04/28/2020,07/16/2020,Brady Corporation,Ontario,San Bernardino County,1.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,ontario,BRADY CORPORATION,36.89189189184204,616.0,Brady Corporation
04/27/2020,04/28/2020,07/16/2020,Brady Corporation,Ontario,San Bernardino County,19.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,ontario,BRADY CORPORATION,99.99999999995,616.0,Brady Corporation
02/12/2020,03/10/2020,02/13/2020,Braiform Enterprises,Fullerton,Orange County,21.0,Closure Permanent,Orange County,2020.0,closure permanent,3175692.0,fullerton,BRAIFORM,43.21839080454802,617.0,Braiform Enterprises
02/10/2020,02/11/2020,02/12/2020,"Brandless, Inc.",San Francisco,San Francisco County,78.0,Layoff Permanent,San Francisco County,2020.0,layoff permanent,881549.0,san francisco,BRANDLESS,33.97058823524416,618.0,"Brandless, Inc."
04/10/2020,04/13/2020,04/25/2020,Brasseler USA,Ventura,Ventura County,11.0,Layoff Temporary,Ventura County,2020.0,layoff temporary,846006.0,ventura,BRASSELER,50.50980392151911,619.0,Brasseler USA
04/07/2020,04/10/2020,05/02/2020,"Brasstech, Inc.",Santa Ana,Orange County,122.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,santa ana,BRASSTECH,59.80165289251256,620.0,"Brasstech, Inc."
04/07/2020,04/10/2020,05/02/2020,"Brasstech, Inc.",Santa Ana,Orange County,173.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,santa ana,BRASSTECH,99.99999999995,620.0,"Brasstech, Inc."
03/26/2020,03/20/2020,03/26/2020,"Brecht Enterprises, Inc",Escondido,San Diego County,46.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,escondido,BRECHT,60.40983606552425,621.0,"Brecht Enterprises, Inc"
03/26/2020,03/26/2020,04/13/2020,Brent's Deli Inc.,Northridge,Los Angeles County,46.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,northridge,BRENTS DELI,47.494736842055275,622.0,Brent's Deli Inc.
03/27/2020,03/27/2020,04/14/2020,"Brent's Holding II, L.P.",Northridge,Los Angeles County,55.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,northridge,BRENTS HOLDING II,67.31851851846865,623.0,"Brent's Holding II, L.P."
04/16/2020,04/15/2020,04/29/2020,"Brentwood - C2 Educational Systems, Inc.",Los Angeles,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,BRENTWOOD C2 EDUCATIONAL SYSTEMS,39.44303797463362,624.0,"Brentwood - C2 Educational Systems, Inc."
03/24/2020,03/25/2020,04/03/2020,Brentwood Art Center,Los Angeles,Los Angeles County,118.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,BRENTWOOD ART,47.999999999952,625.0,Brentwood Art Center
04/02/2020,03/15/2020,04/22/2020,Brentwood Country Club,Los Angeles,Los Angeles County,107.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,BRENTWOOD COUNTRY CLUB,59.00826446276115,626.0,Brentwood Country Club
05/01/2020,05/01/2020,09/01/2020,Brentwood Originals,Carson,Los Angeles County,16.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,carson,BRENTWOOD ORIGINALS,58.4957264956765,627.0,Brentwood Originals
04/02/2020,04/03/2020,04/17/2020,Brentwood Originals Inc,Carson,Los Angeles County,17.0,Layoff Unknown at thistime,Los Angeles County,2020.0,layoff type uncategorized,10039107.0,carson,BRENTWOOD ORIGINALS,99.99999999995,627.0,Brentwood Originals
03/20/2020,03/30/2020,04/03/2020,"Brentwood Originals, Inc.",Carson,Los Angeles County,153.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,carson,BRENTWOOD ORIGINALS,97.95918367341942,627.0,Brentwood Originals
05/23/2020,05/29/2020,06/06/2020,Brex Inc.,San Francisco,San Francisco County,54.0,Layoff Permanent,San Francisco County,2020.0,layoff permanent,881549.0,san francisco,BREX,35.51219512190791,628.0,Brex Inc.
04/01/2020,03/31/2020,04/24/2020,Bridges Restaurant LP,Danville,Contra Costa County,65.0,Layoff Temporary,Contra Costa County,2020.0,layoff temporary,1153526.0,danville,BRIDGES RESTAURANT,33.46478873234723,629.0,Bridges Restaurant LP
05/01/2020,05/01/2020,05/14/2020,"Bright Event Rentals, LLC",Sonoma,Sonoma County,28.0,Layoff Permanent,Sonoma County,2020.0,layoff permanent,494336.0,sonoma,BRIGHT EVENT RENTALS,50.3762376237125,630.0,"Bright Event Rentals, LLC"
07/29/2020,07/31/2020,07/31/2020,"Bright Event Rentals, LLC",Sonoma,Sonoma County,70.0,Layoff Temporary,Sonoma County,2020.0,layoff temporary,494336.0,sonoma,BRIGHT EVENT RENTALS,99.99999999995,630.0,"Bright Event Rentals, LLC"
04/09/2020,04/20/2020,04/24/2020,Bright Horizon Children's Center (dbaLaunching Pad),Redondo Beach,Los Angeles County,62.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,redondo beach,BRIGHT HORIZON CHILDRENS DBALAUNCHING PAD,45.362637362587506,631.0,Bright Horizon Children's Center (dbaLaunching Pad)
04/09/2020,03/20/2020,04/21/2020,Bright Horizons Child Care Center-ComcastNBC Universal,Universal City,Los Angeles County,88.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,universal city,BRIGHT HORIZONS CHILD CARE CENTERCOMCASTNBC UNIVERSAL,58.72881355927226,632.0,Bright Horizons Child Care Center-ComcastNBC Universal
04/09/2020,03/18/2020,04/24/2020,Bright Horizons Children's Center_Burbank,Glendale,Los Angeles County,49.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,glendale,BRIGHT HORIZONS CHILDRENS CENTERBURBANK,70.07092198576589,633.0,Bright Horizons Children's Center_Burbank
04/09/2020,03/20/2020,04/25/2020,Bright Horizons at Bishop Ranch,San Ramon,Contra Costa County,44.0,Layoff Temporary,Contra Costa County,2020.0,layoff temporary,1153526.0,san ramon,BRIGHT HORIZONS BISHOP RANCH,55.22123893800423,634.0,Bright Horizons at Bishop Ranch
04/09/2020,03/20/2020,04/25/2020,Bright Horizons at Kansas Street,San Francisco,San Francisco County,51.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,BRIGHT HORIZONS KANSAS STREET,65.40458015262183,635.0,Bright Horizons at Kansas Street
04/09/2020,03/20/2020,04/25/2020,Bright Horizons at Ocean Park,Santa Monica,Los Angeles County,53.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,santa monica,BRIGHT HORIZONS OCEAN PARK,75.8815789473185,636.0,Bright Horizons at Ocean Park
04/09/2020,03/20/2020,04/21/2020,"Bright Horizons, 2nd Generation at Cabot",South San Francisco,San Mateo County,102.0,Layoff Temporary,San Mateo County,2020.0,layoff temporary,766573.0,south san francisco,BRIGHT HORIZONS 2ND GENERATION CABOT,56.615384615336225,637.0,"Bright Horizons, 2nd Generation at Cabot"
04/09/2020,03/18/2020,04/21/2020,Bright Horizons-Camp Amgen,Newbury Park,Ventura County,104.0,Layoff Temporary,Ventura County,2020.0,layoff temporary,846006.0,newbury park,BRIGHT HORIZONSCAMP AMGEN,61.823999999950544,638.0,Bright Horizons-Camp Amgen
04/09/2020,03/17/2020,04/21/2020,Bright Horizons-LifeConnections Children'sLearning Center,Milpitas,Santa Clara County,104.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,milpitas,BRIGHT HORIZONSLIFECONNECTIONS CHILDRENSLEARNING,53.73451327428873,639.0,Bright Horizons-LifeConnections Children'sLearning Center
03/27/2020,03/17/2020,04/10/2020,Brighton Collectibles,City of Industry,Los Angeles County,79.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,city of industry,BRIGHTON COLLECTIBLES,45.362637362587506,640.0,Brighton Collectibles
04/09/2020,04/07/2020,04/24/2020,Brilliant General Maintenance,Fremont,Alameda County,110.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,fremont,BRILLIANT GENERAL MAINTENANCE,34.43478260864575,641.0,Brilliant General Maintenance
11/06/2019,01/08/2020,11/19/2019,"Brinker International Payroll Company, L.P.",Arroyo Grande,San Luis Obispo County,44.0,Closure Permanent,San Luis Obispo County,2019.0,closure permanent,283111.0,arroyo grande,BRINKER PAYROLL,39.99999999995062,642.0,"Brinker International Payroll Company, L.P."
03/17/2020,03/17/2020,04/11/2020,"Bristol Equity Irvine, LLC DBA RestaurantHabana",Irvine,Orange County,154.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,irvine,BRISTOL EQUITY IRVINE RESTAURANTHABANA,29.99999999995,643.0,"Bristol Equity Irvine, LLC DBA RestaurantHabana"
03/17/2020,03/17/2020,04/10/2020,"Bristol Equity Partners LP, DBA RestaurantHabana",Costa Mesa,Orange County,79.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,costa mesa,BRISTOL EQUITY RESTAURANTHABANA,87.42857142852148,643.0,"Bristol Equity Irvine, LLC DBA RestaurantHabana"
03/18/2020,03/18/2020,03/25/2020,"Broadstone EWC Inc, dba European WaxCenter",Folsom,Sacramento County,22.0,Closure Temporary,Sacramento County,2020.0,closure temporary,1552058.0,folsom,BROADSTONE EWC EUROPEAN WAXCENTER,41.904761904712025,644.0,"Broadstone EWC Inc, dba European WaxCenter"
04/15/2020,03/17/2020,04/27/2020,Brophy & Sons Inc.,Santa Barbara,Santa Barbara County,107.0,Closure Temporary,Santa Barbara County,2020.0,closure temporary,446499.0,santa barbara,BROPHY SONS,35.064935064889525,645.0,Brophy & Sons Inc.
03/16/2020,03/16/2020,05/21/2020,Brown Automotive Inc DBA Puente Hills Nissan,Rowland Heights,Los Angeles County,35.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,rowland heights,BROWN AUTOMOTIVE PUENTE HILLS NISSAN,33.91304347821172,646.0,Brown Automotive Inc DBA Puente Hills Nissan
10/02/2019,12/01/2019,10/03/2019,"Buca Restaurants 2, Inc.",San Jose,Santa Clara County,40.0,Closure Permanent,Santa Clara County,2019.0,closure permanent,1927852.0,san jose,BUCA RESTAURANTS 2,31.874999999950195,647.0,"Buca Restaurants 2, Inc."
03/31/2020,03/31/2020,05/20/2020,Buca di Beppo,Roseville,Placer County,63.0,Closure Temporary,Placer County,2020.0,closure temporary,398329.0,roseville,BUCA DI BEPPO,42.211764705832685,648.0,Buca di Beppo
03/31/2020,03/24/2020,05/18/2020,"Bucket List Experiences, LLC DBA MalibuWine Safaris",Malibu,Los Angeles County,68.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,malibu,BUCKET LIST EXPERIENCES MALIBUWINE SAFARIS,35.5733333332859,649.0,"Bucket List Experiences, LLC DBA MalibuWine Safaris"
07/10/2020,07/10/2020,07/21/2020,Buckhorn Caf&eacute; Inc.,Winters,Yolo County,82.0,Layoff Permanent,Yolo County,2020.0,layoff permanent,220500.0,winters,BUCKHORN CAFEACUTE,36.493150684881506,650.0,Buckhorn Caf&eacute; Inc.
07/10/2020,07/10/2020,07/21/2020,Buckhorn Cafe Inc.,Winters,Yolo County,29.0,Layoff Temporary,Yolo County,2020.0,layoff temporary,220500.0,winters,BUCKHORN CAFE,80.88888888883895,651.0,Buckhorn Cafe Inc.
10/19/2020,12/18/2020,10/22/2020,Budget 8 LTD dba E-Z 8 Motel,San Jose,Santa Clara County,12.0,Closure Permanent,Santa Clara County,2020.0,closure permanent,1927852.0,san jose,BUDGET 8 EZ 8 MOTEL,26.4150943395728,652.0,Budget 8 LTD dba E-Z 8 Motel
04/03/2020,04/03/2020,05/22/2020,"Buena Park Luxury Imports, Inc. dba BMW ofBuena Park",Buena Park,Orange County,36.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,buena park,BUENA PARK LUXURY IMPORTS BMW OFBUENA PARK,32.72727272722314,653.0,"Buena Park Luxury Imports, Inc. dba BMW ofBuena Park"
04/23/2020,03/13/2020,04/30/2020,Bunim/Murray Productions,Glendale,Los Angeles County,118.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,glendale,BUNIMMURRAY PRODUCTIONS,37.493333333283346,654.0,Bunim/Murray Productions
02/12/2019,04/16/2019,02/20/2019,Bunn-O-Matic Corporation,Cerritos,Los Angeles County,20.0,Closure Permanent,Los Angeles,2019.0,closure permanent,10039107.0,cerritos,BUNNOMATIC CORPORATION,51.45631067956169,655.0,Bunn-O-Matic Corporation
03/30/2020,04/01/2020,04/11/2020,Burbank Community YMCA,Burbank,Los Angeles County,150.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,burbank,BURBANK COMMUNITY YMCA,35.945205479402816,656.0,Burbank Community YMCA
01/31/2020,03/31/2020,01/31/2020,"Bureau Veritas Consumer Products Services,Inc.",Irvine,Orange County,51.0,Closure Permanent,Orange County,2020.0,closure permanent,3175692.0,irvine,BUREAU VERITAS CONSUMER SERVICESINC,41.49397590356446,657.0,"Bureau Veritas Consumer Products Services,Inc."
03/31/2020,03/31/2020,04/14/2020,Burger Auto Group LLC dba Carl BurgerDodge Chrysler Jeep RAM World,La Mesa,San Diego County,59.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,la mesa,BURGER AUTO CARL BURGERDODGE CHRYSLER JEEP RAM WORLD,36.99999999995,658.0,Burger Auto Group LLC dba Carl BurgerDodge Chrysler Jeep RAM World
04/14/2020,03/17/2020,04/28/2020,Burgers & Beers,La Quinta,Riverside County,118.0,Layoff Permanent,Riverside County,2020.0,layoff permanent,2470546.0,la quinta,BURGERS BEERS,43.40425531910275,659.0,Burgers & Beers
03/18/2020,03/17/2020,03/20/2020,Burke Williams Beyond the Spa,Woodland Hills,Los Angeles County,145.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,woodland hills,BURKE WILLIAMS BEYOND SPA,40.97560975604759,660.0,Burke Williams Beyond the Spa
03/18/2020,03/17/2020,03/20/2020,Burke Williams Day Inc.,Orange,Orange County,127.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,orange,BURKE WILLIAMS DAY,73.99999999994999,661.0,Burke Williams Day Inc.
03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc,Inglewood,Los Angeles County,56.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,inglewood,BURKE WILLIAMS,85.42690058474538,661.0,Burke Williams Day Inc.
03/18/2020,03/17/2020,03/20/2020,Burke Williams Inc.,San Jose,Santa Clara County,137.0,Closure Temporary,Santa Clara County,2020.0,closure temporary,1927852.0,san jose,BURKE WILLIAMS,99.99999999995,661.0,Burke Williams Day Inc.
07/27/2020,07/13/2020,08/11/2020,"Burke Williams, Inc.",Pasadena,Los Angeles County,55.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,pasadena,BURKE WILLIAMS,97.4358974358475,661.0,Burke Williams Day Inc.
07/27/2020,07/13/2020,08/11/2020,"Burke Williams, Inc.",Los Angeles,Los Angeles County,50.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,los angeles,BURKE WILLIAMS,99.99999999995,661.0,Burke Williams Day Inc.
03/18/2020,03/17/2020,03/20/2020,"Burke Williams, Inc.",Sherman Oaks,Los Angeles County,125.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,sherman oaks,BURKE WILLIAMS,99.99999999995,661.0,Burke Williams Day Inc.
05/05/2020,04/19/2020,09/10/2020,Burlington Coat Factory Warehouse Corporation dba Burlington #959,Los Angeles,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,BURLINGTON COAT FACTORY WAREHOUSE CORPORATION BURLINGTON 959,28.387096774147764,662.0,Burlington Coat Factory Warehouse Corporation dba Burlington #959
05/05/2020,04/19/2020,06/10/2020,Burlington Coat Factory WarehouseCorporation dba Burlington Distribution Center,Redlands,San Bernardino County,4.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,redlands,BURLINGTON COAT FACTORY WAREHOUSECORPORATION BURLINGTON DISTRIBUTION,84.42352941171505,663.0,Burlington Coat Factory WarehouseCorporation dba Burlington Distribution Center
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory in Texas Inc. dbaBurlington #309,Rohnert Park,Sonoma County,43.0,Closure Temporary,Sonoma County,2020.0,closure temporary,494336.0,rohnert park,BURLINGTON COAT FACTORY IN TEXAS DBABURLINGTON 309,62.60317460312493,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory in Texas Inc. dbaBurlington #890,San Diego,San Diego County,57.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,san diego,BURLINGTON COAT FACTORY IN TEXAS DBABURLINGTON 890,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dbaBurlington # 285,West Covina,Los Angeles County,73.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,west covina,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 285,92.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1007,Hemet,Riverside County,64.0,Closure Temporary,Riverside County,2020.0,closure temporary,2470546.0,hemet,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1007,92.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/22/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1022,Palm Springs,Riverside County,65.0,Closure Temporary,Riverside County,2020.0,closure temporary,2470546.0,palm springs,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1022,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1045,Rialto,San Bernardino County,67.0,Closure Temporary,San Bernardino County,2020.0,closure temporary,2180085.0,rialto,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1045,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1069,Upland,San Bernardino County,49.0,Closure Temporary,San Bernardino County,2020.0,closure temporary,2180085.0,upland,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1069,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1071,San Leandro,Alameda County,48.0,Closure Temporary,Alameda County,2020.0,closure temporary,1671329.0,san leandro,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1071,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1077,Torrance,Los Angeles County,58.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,torrance,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1077,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1083,Downey,Los Angeles County,70.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,downey,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1083,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1096,Lancaster,Los Angeles County,57.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,lancaster,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1096,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1106,Lakewood,Los Angeles County,49.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,lakewood,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1106,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1109,Perris,Riverside County,46.0,Closure Temporary,Riverside County,2020.0,closure temporary,2470546.0,perris,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1109,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1112,Porter Ranch,Los Angeles County,53.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,porter ranch,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1112,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1117,El Cajon,San Diego County,83.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,el cajon,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1117,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1125,Roseville,Placer County,40.0,Closure Temporary,Placer County,2020.0,closure temporary,398329.0,roseville,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1125,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1129,Brea,Orange County,40.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,brea,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1129,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1136,Indio,Riverside County,58.0,Closure Temporary,Riverside County,2020.0,closure temporary,2470546.0,indio,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1136,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #114,San Francisco,San Francisco County,63.0,Closure Temporary,San Francisco County,2020.0,closure temporary,881549.0,san francisco,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 114,97.4974358973859,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1169,National City,San Diego County,76.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,national city,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1169,97.4974358973859,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1174,Oceanside,San Diego County,40.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,oceanside,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1174,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1176,Hawthorne,Los Angeles County,61.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,hawthorne,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1176,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1196,La Habra,Orange County,53.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,la habra,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1196,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/24/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #1200,Seal Beach,Orange County,43.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,seal beach,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 1200,94.4973544973045,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #134,San Jose,Santa Clara County,43.0,Closure Temporary,Santa Clara County,2020.0,closure temporary,1927852.0,san jose,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 134,95.49738219890287,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #175,Huntington Beach,Orange County,47.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,huntington beach,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 175,95.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
04/08/2020,03/31/2020,04/21/2020,Burlington Coat Factory of Texas Inc. dbaBurlington #179,Pittsburg,Contra Costa County,65.0,Closure Temporary,Contra Costa County,2020.0,closure temporary,1153526.0,pittsburg,BURLINGTON COAT FACTORY TEXAS DBABURLINGTON 179,97.99999999995,664.0,Burlington Coat Factory in Texas Inc. dbaBurlington #309
